2023-12-29 06:16:01.624212 - Person: Unknown, Confidence: -13%
2023-12-29 06:20:27.270035 - Person: ngla, Confidence: -23%
2023-12-29 06:20:27.339036 - Person: ngla, Confidence: -16%
2023-12-29 06:20:27.420042 - Person: ngla, Confidence: -18%
2023-12-29 06:20:27.501046 - Person: ngla, Confidence: -11%
2023-12-29 06:20:27.579037 - Person: ngla, Confidence: -5%
2023-12-29 06:20:27.582035 - Person: ngla, Confidence: -34%
2023-12-29 06:20:27.658035 - Person: ngla, Confidence: -9%
2023-12-29 06:20:27.661033 - Person: ngla, Confidence: -21%
2023-12-29 06:20:27.754041 - Person: ngla, Confidence: -8%
2023-12-29 06:20:27.757032 - Person: ngla, Confidence: -37%
2023-12-29 06:20:27.847037 - Person: ngla, Confidence: -6%
2023-12-29 06:20:27.850038 - Person: ngla, Confidence: -26%
2023-12-29 06:20:27.954036 - Person: ngla, Confidence: -5%
2023-12-29 06:20:27.959036 - Person: ngla, Confidence: -9%
2023-12-29 06:20:28.050038 - Person: ngla, Confidence: -7%
2023-12-29 06:20:28.053033 - Person: ngla, Confidence: -28%
2023-12-29 06:20:28.122033 - Person: ngla, Confidence: -10%
2023-12-29 06:20:28.125030 - Person: ngla, Confidence: -34%
2023-12-29 06:20:28.205031 - Person: ngla, Confidence: -9%
2023-12-29 06:20:28.208037 - Person: ngla, Confidence: -24%
2023-12-29 06:20:28.291036 - Person: ngla, Confidence: -6%
2023-12-29 06:20:28.295035 - Person: ngla, Confidence: -34%
2023-12-29 06:20:28.377041 - Person: ngla, Confidence: -11%
2023-12-29 06:20:28.381043 - Person: ngla, Confidence: -32%
2023-12-29 06:20:28.472792 - Person: ngla, Confidence: -9%
2023-12-29 06:20:28.476776 - Person: ngla, Confidence: -35%
2023-12-29 06:20:28.564782 - Person: ngla, Confidence: -5%
2023-12-29 06:20:28.568792 - Person: ngla, Confidence: -10%
2023-12-29 06:20:28.646777 - Person: ngla, Confidence: -12%
2023-12-29 06:20:28.649778 - Person: ngla, Confidence: -29%
2023-12-29 06:20:28.726802 - Person: ngla, Confidence: -22%
2023-12-29 06:20:28.729801 - Person: ngla, Confidence: -18%
2023-12-29 06:20:28.796779 - Person: ngla, Confidence: -18%
2023-12-29 06:20:28.799775 - Person: ngla, Confidence: -43%
2023-12-29 06:20:28.880776 - Person: ngla, Confidence: -18%
2023-12-29 06:20:28.883773 - Person: ngla, Confidence: -37%
2023-12-29 06:20:28.962782 - Person: ngla, Confidence: -32%
2023-12-29 06:20:28.965774 - Person: ngla, Confidence: -42%
2023-12-29 06:20:29.033776 - Person: ngla, Confidence: -40%
2023-12-29 06:20:29.121782 - Person: ngla, Confidence: -17%
2023-12-29 06:20:29.125777 - Person: ngla, Confidence: -23%
2023-12-29 06:20:29.213779 - Person: ngla, Confidence: -36%
2023-12-29 06:20:29.218785 - Person: ngla, Confidence: -22%
2023-12-29 06:20:29.296778 - Person: ngla, Confidence: -24%
2023-12-29 06:20:29.299774 - Person: ngla, Confidence: -21%
2023-12-29 06:20:29.395781 - Person: ngla, Confidence: -19%
2023-12-29 06:20:29.398781 - Person: ngla, Confidence: -34%
2023-12-29 06:20:29.497772 - Person: ngla, Confidence: -23%
2023-12-29 06:20:29.500784 - Person: ngla, Confidence: -36%
2023-12-29 06:20:29.572778 - Person: ngla, Confidence: -33%
2023-12-29 06:20:29.653775 - Person: ngla, Confidence: -33%
2023-12-29 06:20:29.731774 - Person: ngla, Confidence: -32%
2023-12-29 06:20:29.806776 - Person: ngla, Confidence: -35%
2023-12-29 06:20:29.883771 - Person: ngla, Confidence: -37%
2023-12-29 06:20:29.953802 - Person: ngla, Confidence: -27%
2023-12-29 06:20:30.041233 - Person: ngla, Confidence: -38%
2023-12-29 06:20:30.127205 - Person: ngla, Confidence: -33%
2023-12-29 06:20:30.199213 - Person: ngla, Confidence: -25%
2023-12-29 06:20:30.292205 - Person: ngla, Confidence: -51%
2023-12-29 06:20:30.360209 - Person: ngla, Confidence: -76%
2023-12-29 06:20:30.364209 - Person: ngla, Confidence: -53%
2023-12-29 06:20:30.446219 - Person: ngla, Confidence: -28%
2023-12-29 06:20:30.449213 - Person: ngla, Confidence: -57%
2023-12-29 06:20:30.532296 - Person: ngla, Confidence: -81%
2023-12-29 06:20:30.536295 - Person: ngla, Confidence: -58%
2023-12-29 06:20:30.616295 - Person: ngla, Confidence: -30%
2023-12-29 06:20:30.692298 - Person: ngla, Confidence: -34%
2023-12-29 06:20:30.695301 - Person: ngla, Confidence: -42%
2023-12-29 06:20:30.777302 - Person: ngla, Confidence: -32%
2023-12-29 06:20:30.862321 - Person: ngla, Confidence: -29%
2023-12-29 06:20:30.865320 - Person: ngla, Confidence: -46%
2023-12-29 06:20:30.944296 - Person: ngla, Confidence: -26%
2023-12-29 06:20:30.946295 - Person: ngla, Confidence: -45%
2023-12-29 06:20:31.025296 - Person: ngla, Confidence: -26%
2023-12-29 06:20:31.028321 - Person: ngla, Confidence: -44%
2023-12-29 06:20:31.106291 - Person: ngla, Confidence: -34%
2023-12-29 06:20:31.186289 - Person: ngla, Confidence: -29%
2023-12-29 06:20:31.189292 - Person: ngla, Confidence: -45%
2023-12-29 06:20:31.262297 - Person: ngla, Confidence: -29%
2023-12-29 06:20:31.265291 - Person: ngla, Confidence: -44%
2023-12-29 06:20:31.340294 - Person: ngla, Confidence: -29%
2023-12-29 06:20:31.423302 - Person: ngla, Confidence: -29%
2023-12-29 06:20:31.426321 - Person: ngla, Confidence: -45%
2023-12-29 06:20:31.509321 - Person: ngla, Confidence: -31%
2023-12-29 06:20:31.512297 - Person: ngla, Confidence: -45%
2023-12-29 06:20:31.590753 - Person: ngla, Confidence: -27%
2023-12-29 06:20:31.593753 - Person: ngla, Confidence: -45%
2023-12-29 06:20:31.670841 - Person: ngla, Confidence: -27%
2023-12-29 06:20:31.673839 - Person: ngla, Confidence: -46%
2023-12-29 06:20:31.759845 - Person: ngla, Confidence: -30%
2023-12-29 06:20:31.761842 - Person: ngla, Confidence: -43%
2023-12-29 06:20:31.831841 - Person: ngla, Confidence: -32%
2023-12-29 06:20:31.834836 - Person: ngla, Confidence: -44%
2023-12-29 06:20:31.915316 - Person: ngla, Confidence: -30%
2023-12-29 06:20:31.917316 - Person: ngla, Confidence: -43%
2023-12-29 06:20:31.996321 - Person: ngla, Confidence: -28%
2023-12-29 06:20:31.999324 - Person: ngla, Confidence: -45%
2023-12-29 06:20:32.069320 - Person: ngla, Confidence: -31%
2023-12-29 06:20:32.158319 - Person: ngla, Confidence: -29%
2023-12-29 06:20:32.161318 - Person: ngla, Confidence: -45%
2023-12-29 06:20:32.248869 - Person: ngla, Confidence: -27%
2023-12-29 06:20:32.251863 - Person: ngla, Confidence: -45%
2023-12-29 06:20:32.317858 - Person: ngla, Confidence: -29%
2023-12-29 06:20:32.320858 - Person: ngla, Confidence: -43%
2023-12-29 06:20:32.397863 - Person: ngla, Confidence: -30%
2023-12-29 06:20:32.400860 - Person: ngla, Confidence: -45%
2023-12-29 06:20:32.477886 - Person: ngla, Confidence: -30%
2023-12-29 06:20:32.558856 - Person: ngla, Confidence: -28%
2023-12-29 06:20:32.561886 - Person: ngla, Confidence: -45%
2023-12-29 06:20:32.636862 - Person: ngla, Confidence: -32%
2023-12-29 06:20:32.726861 - Person: ngla, Confidence: -21%
2023-12-29 06:20:32.803860 - Person: ngla, Confidence: -25%
2023-12-29 06:20:32.876861 - Person: ngla, Confidence: -31%
2023-12-29 06:20:32.962887 - Person: ngla, Confidence: -29%
2023-12-29 06:20:33.031861 - Person: ngla, Confidence: -22%
2023-12-29 06:20:33.113887 - Person: ngla, Confidence: -22%
2023-12-29 06:20:33.197861 - Person: ngla, Confidence: -21%
2023-12-29 06:20:33.275887 - Person: ngla, Confidence: -27%
2023-12-29 06:20:33.349863 - Person: ngla, Confidence: -22%
2023-12-29 06:20:33.431887 - Person: ngla, Confidence: -33%
2023-12-29 06:20:33.513872 - Person: ngla, Confidence: -33%
2023-12-29 06:20:33.584859 - Person: ngla, Confidence: -31%
2023-12-29 06:20:33.651858 - Person: ngla, Confidence: -75%
2023-12-29 06:20:33.730887 - Person: ngla, Confidence: -22%
2023-12-29 06:20:33.811859 - Person: ngla, Confidence: -29%
2023-12-29 06:20:33.888361 - Person: ngla, Confidence: -30%
2023-12-29 06:20:33.978361 - Person: ngla, Confidence: -34%
2023-12-29 06:20:34.053360 - Person: ngla, Confidence: -31%
2023-12-29 06:20:34.125362 - Person: ngla, Confidence: -78%
2023-12-29 06:20:34.213364 - Person: ngla, Confidence: -23%
2023-12-29 06:20:34.292357 - Person: ngla, Confidence: -74%
2023-12-29 06:20:34.359362 - Person: ngla, Confidence: -19%
2023-12-29 06:20:34.449364 - Person: ngla, Confidence: -23%
2023-12-29 06:20:34.601846 - Person: ngla, Confidence: -29%
2023-12-29 06:20:34.699846 - Person: ngla, Confidence: -78%
2023-12-29 06:20:34.773853 - Person: ngla, Confidence: -30%
2023-12-29 06:20:34.863853 - Person: ngla, Confidence: -31%
2023-12-29 06:20:34.949847 - Person: ngla, Confidence: -27%
2023-12-29 06:20:35.029406 - Person: ngla, Confidence: -82%
2023-12-29 06:20:35.111379 - Person: ngla, Confidence: -25%
2023-12-29 06:20:35.192390 - Person: ngla, Confidence: -27%
2023-12-29 06:20:35.446994 - Person: ngla, Confidence: -31%
2023-12-29 06:20:35.543524 - Person: ngla, Confidence: -75%
2023-12-29 06:20:35.737529 - Person: ngla, Confidence: -78%
2023-12-29 06:20:35.818525 - Person: ngla, Confidence: -27%
2023-12-29 06:20:35.900529 - Person: ngla, Confidence: -20%
2023-12-29 06:20:35.974524 - Person: ngla, Confidence: -21%
2023-12-29 06:20:36.052528 - Person: ngla, Confidence: -26%
2023-12-29 06:20:36.216522 - Person: ngla, Confidence: -30%
2023-12-29 06:20:36.725564 - Person: ngla, Confidence: -26%
2023-12-29 06:20:36.831558 - Person: ngla, Confidence: -24%
2023-12-29 06:20:37.060186 - Person: ngla, Confidence: -33%
2023-12-29 06:20:37.170187 - Person: ngla, Confidence: -27%
2023-12-29 06:20:37.454191 - Person: ngla, Confidence: -23%
2023-12-29 06:20:37.548188 - Person: ngla, Confidence: -26%
2023-12-29 06:20:37.660190 - Person: ngla, Confidence: -23%
2023-12-29 06:20:37.856188 - Person: ngla, Confidence: -76%
2023-12-29 06:20:37.859184 - Person: ngla, Confidence: -78%
2023-12-29 06:20:37.931213 - Person: ngla, Confidence: -80%
2023-12-29 06:20:38.015078 - Person: ngla, Confidence: -27%
2023-12-29 06:20:38.102082 - Person: ngla, Confidence: -24%
2023-12-29 06:20:38.189081 - Person: ngla, Confidence: -22%
2023-12-29 06:20:38.290247 - Person: ngla, Confidence: -28%
2023-12-29 06:20:38.372245 - Person: ngla, Confidence: -25%
2023-12-29 06:20:38.451531 - Person: ngla, Confidence: -33%
2023-12-29 06:20:38.533535 - Person: ngla, Confidence: -24%
2023-12-29 06:20:38.612536 - Person: ngla, Confidence: -26%
2023-12-29 06:20:38.687534 - Person: ngla, Confidence: -24%
2023-12-29 06:20:38.769532 - Person: ngla, Confidence: -22%
2023-12-29 06:20:38.849535 - Person: ngla, Confidence: -26%
2023-12-29 06:20:38.926531 - Person: ngla, Confidence: -22%
2023-12-29 06:20:39.014530 - Person: ngla, Confidence: -30%
2023-12-29 06:20:39.088532 - Person: ngla, Confidence: -23%
2023-12-29 06:20:39.169529 - Person: ngla, Confidence: -24%
2023-12-29 06:20:39.238535 - Person: ngla, Confidence: -27%
2023-12-29 06:20:39.320558 - Person: ngla, Confidence: -25%
2023-12-29 06:20:39.397205 - Person: ngla, Confidence: -31%
2023-12-29 06:20:39.480196 - Person: ngla, Confidence: -31%
2023-12-29 06:20:39.557199 - Person: ngla, Confidence: -27%
2023-12-29 06:20:39.633202 - Person: ngla, Confidence: -25%
2023-12-29 06:20:39.710224 - Person: ngla, Confidence: -37%
2023-12-29 06:20:39.790675 - Person: ngla, Confidence: -73%
2023-12-29 06:20:39.867675 - Person: ngla, Confidence: -33%
2023-12-29 06:20:39.946675 - Person: ngla, Confidence: -30%
2023-12-29 06:20:40.023701 - Person: ngla, Confidence: -24%
2023-12-29 06:20:40.103675 - Person: ngla, Confidence: -21%
2023-12-29 06:20:40.193674 - Person: ngla, Confidence: -35%
2023-12-29 06:20:40.263674 - Person: ngla, Confidence: -34%
2023-12-29 06:20:40.345673 - Person: ngla, Confidence: -27%
2023-12-29 06:20:40.418684 - Person: ngla, Confidence: -18%
2023-12-29 06:20:40.508678 - Person: ngla, Confidence: -19%
2023-12-29 06:20:40.581673 - Person: ngla, Confidence: -25%
2023-12-29 06:20:40.655680 - Person: ngla, Confidence: -23%
2023-12-29 06:20:40.740293 - Person: ngla, Confidence: -26%
2023-12-29 06:20:40.813293 - Person: ngla, Confidence: -31%
2023-12-29 06:20:40.886299 - Person: ngla, Confidence: -22%
2023-12-29 06:20:40.963303 - Person: ngla, Confidence: -41%
2023-12-29 06:20:41.038296 - Person: ngla, Confidence: -18%
2023-12-29 06:20:41.108291 - Person: ngla, Confidence: -26%
2023-12-29 06:20:41.242293 - Person: ngla, Confidence: -30%
2023-12-29 06:20:41.326293 - Person: ngla, Confidence: -22%
2023-12-29 06:20:41.394292 - Person: ngla, Confidence: -25%
2023-12-29 06:20:41.466292 - Person: ngla, Confidence: -21%
2023-12-29 06:20:41.469292 - Person: ngla, Confidence: -75%
2023-12-29 06:20:41.626294 - Person: ngla, Confidence: -52%
2023-12-29 06:20:58.963797 - Person: ngla, Confidence: -29%
2023-12-29 06:20:59.049824 - Person: ngla, Confidence: -40%
2023-12-29 06:20:59.121802 - Person: ngla, Confidence: -42%
2023-12-29 06:20:59.200829 - Person: ngla, Confidence: -31%
2023-12-29 06:20:59.273801 - Person: ngla, Confidence: -37%
2023-12-29 06:20:59.371801 - Person: ngla, Confidence: -46%
2023-12-29 06:20:59.468795 - Person: ngla, Confidence: -29%
2023-12-29 06:20:59.547824 - Person: ngla, Confidence: -31%
2023-12-29 06:20:59.627802 - Person: ngla, Confidence: -27%
2023-12-29 06:20:59.704794 - Person: ngla, Confidence: -58%
2023-12-29 06:20:59.848802 - Person: ngla, Confidence: -20%
2023-12-29 06:20:59.919802 - Person: ngla, Confidence: -45%
2023-12-29 06:21:00.814519 - Person: ngla, Confidence: -17%
2023-12-29 06:21:00.881608 - Person: ngla, Confidence: -49%
2023-12-29 06:21:00.961742 - Person: ngla, Confidence: -34%
2023-12-29 06:21:01.041266 - Person: ngla, Confidence: -20%
2023-12-29 06:21:01.120237 - Person: ngla, Confidence: -22%
2023-12-29 06:21:01.200314 - Person: ngla, Confidence: -23%
2023-12-29 06:21:01.271239 - Person: ngla, Confidence: -21%
2023-12-29 06:21:01.342240 - Person: ngla, Confidence: -19%
2023-12-29 06:21:01.414266 - Person: ngla, Confidence: -20%
2023-12-29 06:21:01.509239 - Person: ngla, Confidence: -29%
2023-12-29 06:21:01.594239 - Person: ngla, Confidence: -16%
2023-12-29 06:21:01.664265 - Person: ngla, Confidence: -24%
2023-12-29 06:21:01.731266 - Person: ngla, Confidence: -13%
2023-12-29 06:21:01.808266 - Person: ngla, Confidence: -24%
2023-12-29 06:21:01.886266 - Person: ngla, Confidence: -21%
2023-12-29 06:21:01.951769 - Person: ngla, Confidence: -15%
2023-12-29 06:21:02.031747 - Person: ngla, Confidence: -23%
2023-12-29 06:21:02.107768 - Person: ngla, Confidence: -14%
2023-12-29 06:21:02.177768 - Person: ngla, Confidence: -54%
2023-12-29 06:21:02.247748 - Person: ngla, Confidence: -78%
2023-12-29 06:21:02.536729 - Person: ngla, Confidence: -67%
2023-12-29 06:21:02.625759 - Person: ngla, Confidence: -39%
2023-12-29 06:21:02.695732 - Person: ngla, Confidence: -29%
2023-12-29 06:21:02.839734 - Person: ngla, Confidence: -78%
2023-12-29 06:21:02.923734 - Person: ngla, Confidence: -77%
2023-12-29 06:21:03.008733 - Person: ngla, Confidence: -40%
2023-12-29 06:21:03.154760 - Person: ngla, Confidence: -41%
2023-12-29 06:21:03.235759 - Person: ngla, Confidence: -48%
2023-12-29 06:21:03.323733 - Person: ngla, Confidence: -19%
2023-12-29 06:21:03.458759 - Person: ngla, Confidence: -19%
2023-12-29 06:21:03.531732 - Person: ngla, Confidence: -50%
2023-12-29 06:21:03.597759 - Person: ngla, Confidence: -22%
2023-12-29 06:21:03.741729 - Person: ngla, Confidence: -45%
2023-12-29 06:21:03.823743 - Person: ngla, Confidence: -28%
2023-12-29 06:21:11.680724 - Person: ngla, Confidence: -64%
2023-12-29 06:21:11.846731 - Person: ngla, Confidence: -85%
2023-12-29 06:21:11.938723 - Person: ngla, Confidence: -28%
2023-12-29 06:21:12.038102 - Person: ngla, Confidence: -79%
2023-12-29 06:21:12.148103 - Person: ngla, Confidence: -80%
2023-12-29 06:21:12.231096 - Person: ngla, Confidence: -31%
2023-12-29 06:21:12.334103 - Person: ngla, Confidence: -27%
2023-12-29 06:21:12.431104 - Person: ngla, Confidence: -24%
2023-12-29 06:21:12.508099 - Person: ngla, Confidence: -23%
2023-12-29 06:21:12.583100 - Person: ngla, Confidence: -21%
2023-12-29 06:21:12.664100 - Person: ngla, Confidence: -56%
2023-12-29 06:21:12.766102 - Person: ngla, Confidence: -28%
2023-12-29 06:21:12.847099 - Person: ngla, Confidence: -36%
2023-12-29 06:21:12.931100 - Person: ngla, Confidence: -30%
2023-12-29 06:21:13.023102 - Person: ngla, Confidence: -30%
2023-12-29 06:21:13.112125 - Person: ngla, Confidence: -34%
2023-12-29 06:21:13.191732 - Person: ngla, Confidence: -29%
2023-12-29 06:21:13.589656 - Person: ngla, Confidence: -65%
2023-12-29 06:21:13.659685 - Person: ngla, Confidence: -28%
2023-12-29 06:21:13.742658 - Person: ngla, Confidence: -40%
2023-12-29 06:21:13.825670 - Person: ngla, Confidence: -77%
2023-12-29 06:21:13.901657 - Person: ngla, Confidence: -29%
2023-12-29 06:21:14.075658 - Person: ngla, Confidence: -80%
2023-12-29 06:21:14.243658 - Person: ngla, Confidence: -27%
2023-12-29 06:21:14.332665 - Person: ngla, Confidence: -29%
2023-12-29 06:21:14.450664 - Person: ngla, Confidence: -77%
2023-12-29 06:21:14.560681 - Person: ngla, Confidence: -80%
2023-12-29 06:21:14.857184 - Person: ngla, Confidence: -75%
2023-12-29 06:21:15.181181 - Person: ngla, Confidence: -82%
2023-12-29 06:21:15.257178 - Person: ngla, Confidence: -79%
2023-12-29 06:21:15.442184 - Person: ngla, Confidence: -76%
2023-12-29 06:21:15.654186 - Person: ngla, Confidence: -81%
2023-12-29 06:21:15.831182 - Person: ngla, Confidence: -79%
2023-12-29 06:21:15.944179 - Person: ngla, Confidence: -79%
2023-12-29 06:21:16.023182 - Person: ngla, Confidence: -82%
2023-12-29 06:21:16.099177 - Person: ngla, Confidence: -80%
2023-12-29 06:21:16.193205 - Person: ngla, Confidence: -79%
2023-12-29 06:21:16.295185 - Person: ngla, Confidence: -79%
2023-12-29 06:21:16.395194 - Person: ngla, Confidence: -81%
2023-12-29 06:21:16.499183 - Person: ngla, Confidence: -81%
2023-12-29 06:21:16.606188 - Person: ngla, Confidence: -81%
2023-12-29 06:21:16.709178 - Person: ngla, Confidence: -78%
2023-12-29 06:21:17.021328 - Person: ngla, Confidence: -82%
2023-12-29 06:21:17.098321 - Person: ngla, Confidence: -80%
2023-12-29 06:21:17.181322 - Person: ngla, Confidence: -79%
2023-12-29 06:21:17.262322 - Person: ngla, Confidence: -77%
2023-12-29 06:21:17.352315 - Person: ngla, Confidence: -79%
2023-12-29 06:21:17.439319 - Person: ngla, Confidence: -79%
2023-12-29 06:21:17.514317 - Person: ngla, Confidence: -79%
2023-12-29 06:21:17.598891 - Person: ngla, Confidence: -78%
2023-12-29 06:21:17.736868 - Person: ngla, Confidence: -80%
2023-12-29 06:21:17.924873 - Person: ngla, Confidence: -77%
2023-12-29 06:21:18.012871 - Person: ngla, Confidence: -83%
2023-12-29 06:21:18.176865 - Person: ngla, Confidence: -75%
2023-12-29 06:21:18.373866 - Person: ngla, Confidence: -78%
2023-12-29 06:21:18.449412 - Person: ngla, Confidence: -77%
2023-12-29 06:21:18.531415 - Person: ngla, Confidence: -80%
2023-12-29 06:21:18.819412 - Person: ngla, Confidence: -82%
2023-12-29 06:21:18.947989 - Person: ngla, Confidence: -78%
2023-12-29 06:21:19.035982 - Person: ngla, Confidence: -79%
2023-12-29 06:21:19.124982 - Person: ngla, Confidence: -81%
2023-12-29 06:21:19.212979 - Person: ngla, Confidence: -80%
2023-12-29 06:21:19.310985 - Person: ngla, Confidence: -80%
2023-12-29 06:21:19.490009 - Person: ngla, Confidence: -77%
2023-12-29 06:21:19.563987 - Person: ngla, Confidence: -79%
2023-12-29 06:22:27.893835 - Person: ngla, Confidence: -33%
2023-12-29 06:22:56.069414 - Person: ngla, Confidence: -54%
2023-12-29 06:23:02.422449 - Person: ngla, Confidence: -32%
2023-12-29 06:24:28.594431 - Person: ngla, Confidence: -29%
2023-12-29 06:26:05.983804 - Person: ngla, Confidence: -66%
2023-12-29 06:26:12.382528 - Person: ngla, Confidence: -55%
2023-12-29 06:26:13.162090 - Person: ngla, Confidence: -53%
2023-12-29 06:26:13.166093 - Person: ngla, Confidence: -61%
2023-12-29 06:26:13.386089 - Person: ngla, Confidence: -56%
2023-12-29 06:26:13.394087 - Person: ngla, Confidence: -42%
2023-12-29 06:26:13.639090 - Person: ngla, Confidence: -57%
2023-12-29 06:26:13.644091 - Person: ngla, Confidence: -62%
2023-12-29 06:26:13.802088 - Person: ngla, Confidence: -59%
2023-12-29 06:26:13.811088 - Person: ngla, Confidence: -52%
2023-12-29 06:26:14.022092 - Person: ngla, Confidence: -57%
2023-12-29 06:26:14.027093 - Person: ngla, Confidence: -55%
2023-12-29 06:26:14.235087 - Person: ngla, Confidence: -55%
2023-12-29 06:26:14.245093 - Person: ngla, Confidence: -52%
2023-12-29 06:26:14.388084 - Person: ngla, Confidence: -51%
2023-12-29 06:26:14.392090 - Person: ngla, Confidence: -52%
2023-12-29 06:26:14.564087 - Person: ngla, Confidence: -51%
2023-12-29 06:26:14.901097 - Person: ngla, Confidence: -54%
2023-12-29 06:26:14.905096 - Person: ngla, Confidence: -51%
2023-12-29 06:26:15.183089 - Person: ngla, Confidence: -54%
2023-12-29 06:26:15.418099 - Person: ngla, Confidence: -56%
2023-12-29 06:26:15.431091 - Person: ngla, Confidence: -51%
2023-12-29 06:26:15.544089 - Person: ngla, Confidence: -54%
2023-12-29 06:26:15.548114 - Person: ngla, Confidence: -50%
2023-12-29 06:26:15.668093 - Person: ngla, Confidence: -55%
2023-12-29 06:26:15.672085 - Person: ngla, Confidence: -51%
2023-12-29 06:26:15.846084 - Person: ngla, Confidence: -57%
2023-12-29 06:26:15.974132 - Person: ngla, Confidence: -51%
2023-12-29 06:26:15.979117 - Person: ngla, Confidence: -55%
2023-12-29 06:26:16.106132 - Person: ngla, Confidence: -52%
2023-12-29 06:26:16.110094 - Person: ngla, Confidence: -56%
2023-12-29 06:26:16.218090 - Person: ngla, Confidence: -57%
2023-12-29 06:26:16.222087 - Person: ngla, Confidence: -56%
2023-12-29 06:26:16.323088 - Person: ngla, Confidence: -51%
2023-12-29 06:26:16.327086 - Person: ngla, Confidence: -55%
2023-12-29 06:26:16.420083 - Person: ngla, Confidence: -55%
2023-12-29 06:26:16.512728 - Person: ngla, Confidence: -66%
2023-12-29 06:26:16.516726 - Person: ngla, Confidence: -57%
2023-12-29 06:26:16.877333 - Person: ngla, Confidence: -50%
2023-12-29 06:26:16.881335 - Person: ngla, Confidence: -59%
2023-12-29 06:26:17.031329 - Person: ngla, Confidence: -52%
2023-12-29 06:26:17.035330 - Person: ngla, Confidence: -55%
2023-12-29 06:26:17.209964 - Person: ngla, Confidence: -53%
2023-12-29 06:26:17.214961 - Person: ngla, Confidence: -54%
2023-12-29 06:26:17.324955 - Person: ngla, Confidence: -52%
2023-12-29 06:26:17.329957 - Person: ngla, Confidence: -54%
2023-12-29 06:26:17.428958 - Person: ngla, Confidence: -50%
2023-12-29 06:26:17.432964 - Person: ngla, Confidence: -54%
2023-12-29 06:26:17.522526 - Person: ngla, Confidence: -56%
2023-12-29 06:26:17.527522 - Person: ngla, Confidence: -52%
2023-12-29 06:26:17.624528 - Person: ngla, Confidence: -67%
2023-12-29 06:26:17.628528 - Person: ngla, Confidence: -56%
2023-12-29 06:26:17.728523 - Person: ngla, Confidence: -53%
2023-12-29 06:26:17.733520 - Person: ngla, Confidence: -50%
2023-12-29 06:26:17.851115 - Person: ngla, Confidence: -53%
2023-12-29 06:26:17.855116 - Person: ngla, Confidence: -53%
2023-12-29 06:26:18.757114 - Person: ngla, Confidence: -73%
2023-12-29 06:26:18.865110 - Person: ngla, Confidence: -71%
2023-12-29 06:26:19.584731 - Person: ngla, Confidence: -67%
2023-12-29 06:26:19.666733 - Person: ngla, Confidence: -69%
2023-12-29 06:26:21.290975 - Person: ngla, Confidence: -66%
2023-12-29 06:26:21.700557 - Person: ngla, Confidence: -68%
2023-12-29 06:26:22.522585 - Person: ngla, Confidence: -65%
2023-12-29 06:26:22.991097 - Person: ngla, Confidence: -90%
2023-12-29 06:26:24.557816 - Person: ngla, Confidence: -83%
2023-12-29 06:26:26.105329 - Person: ngla, Confidence: -67%
2023-12-29 06:26:26.347326 - Person: ngla, Confidence: -86%
2023-12-29 06:26:26.507903 - Person: ngla, Confidence: -65%
2023-12-29 06:26:27.248008 - Person: ngla, Confidence: -66%
2023-12-29 06:26:27.981569 - Person: ngla, Confidence: -47%
2023-12-29 06:26:29.189461 - Person: ngla, Confidence: -41%
2023-12-29 06:26:29.412934 - Person: ngla, Confidence: -40%
2023-12-29 06:26:39.864313 - Person: ngla, Confidence: -86%
2023-12-29 06:26:39.921807 - Person: ngla, Confidence: -85%
2023-12-29 06:26:43.867592 - Person: ngla, Confidence: -63%
2023-12-29 06:26:43.956208 - Person: ngla, Confidence: -63%
2023-12-29 06:26:44.566192 - Person: ngla, Confidence: -87%
2023-12-29 06:26:44.569191 - Person: ngla, Confidence: -65%
2023-12-29 06:26:44.656191 - Person: ngla, Confidence: -82%
2023-12-29 06:26:44.660196 - Person: ngla, Confidence: -66%
2023-12-29 06:26:44.755197 - Person: ngla, Confidence: -83%
2023-12-29 06:26:44.852197 - Person: ngla, Confidence: -84%
2023-12-29 06:26:44.944764 - Person: ngla, Confidence: -87%
2023-12-29 06:26:44.948764 - Person: ngla, Confidence: -69%
2023-12-29 06:26:45.063766 - Person: ngla, Confidence: -86%
2023-12-29 06:26:45.243771 - Person: ngla, Confidence: -82%
2023-12-29 06:26:45.247779 - Person: ngla, Confidence: -95%
2023-12-29 06:26:45.385773 - Person: ngla, Confidence: -83%
2023-12-29 06:26:45.953154 - Person: ngla, Confidence: -82%
2023-12-29 06:26:46.133156 - Person: ngla, Confidence: -80%
2023-12-29 06:26:46.283154 - Person: ngla, Confidence: -83%
2023-12-29 06:26:46.287151 - Person: ngla, Confidence: -92%
2023-12-29 06:26:46.375148 - Person: ngla, Confidence: -84%
2023-12-29 06:26:46.379152 - Person: ngla, Confidence: -70%
2023-12-29 06:26:46.459147 - Person: ngla, Confidence: -91%
2023-12-29 06:26:46.580658 - Person: ngla, Confidence: -81%
2023-12-29 06:26:46.672651 - Person: ngla, Confidence: -84%
2023-12-29 06:26:46.851213 - Person: ngla, Confidence: -81%
2023-12-29 06:26:46.944214 - Person: ngla, Confidence: -93%
2023-12-29 06:26:47.151756 - Person: ngla, Confidence: -80%
2023-12-29 06:26:47.464291 - Person: ngla, Confidence: -111%
2023-12-29 06:26:47.575294 - Person: ngla, Confidence: -108%
2023-12-29 06:26:47.827287 - Person: ngla, Confidence: -110%
